AccidentID,Latitude,Longitude,AreaName,RoadName,RoadType,NumberOfLanes,RoadWidth,SpeedLimit,Weather,Temperature,Humidity,Visibility,WindSpeed,RoadCondition,LightingCondition,TrafficDensity,AverageTrafficSpeed,HeavyVehiclePercentage,PedestrianDensity,NearbySchool,NearbyHospital,NearbyBusStop,NearbySignal,NearbyRailwayCrossing,Year,Month,DayOfWeek,Weekend,FestivalSeason,TimeOfDay,Hour,CurvePresent,DividerPresent,RoadShoulder,AccidentHistoryLast5Years,ConstructionZone,BlackSpotReported,AccidentRisk,AccidentSeverity,Hotspot
CHN202500091,12.939833,80.239014,Thoraipakkam,OMR,Highway,6,21.9,80,Rainy,29.5,91.0,768,19.7,Potholes,NightWithoutLights,Low,50.4,22.4,25.0,No,No,Yes,Yes,No,2023,1,Wednesday,No,No,Night,20,Yes,No,Yes,1,No,No,High,Major,Yes
CHN202400092,13.114251,80.103245,Avadi,Chennai Bypass Road,Residential,1,6.3,40,Cloudy,28.9,64.0,3588,16.0,Dry,Daylight,Low,53.0,11.7,0.0,No,No,No,Yes,No,2025,3,Friday,No,No,Afternoon,14,No,No,Yes,1,Yes,No,Low,Minor,No
CHN202200093,13.074925,80.201506,Koyambedu,Poonamallee High Road,Junction,2,13.1,30,Sunny,29.8,48.2,3251,16.4,Dry,Daylight,Medium,42.3,3.3,37.0,No,No,Yes,No,No,2025,11,Thursday,No,No,Morning,7,No,No,Yes,4,No,No,Low,Minor,No
CHN202500094,13.108742,80.160633,Ambattur,Ambattur Industrial Estate Road,Residential,1,7.4,20,Cloudy,32.3,63.5,2248,8.6,Dry,Daylight,High,26.0,2.6,85.0,Yes,No,No,No,No,2023,9,Sunday,Yes,No,Afternoon,11,No,No,No,8,No,No,Low,Minor,No
CHN202400095,13.072839,80.25831,Egmore,Mount Road,Residential,2,,40,Sunny,36.2,60.9,3323,7.7,Dry,Dusk,Severe,12.0,4.0,57.0,Yes,No,No,No,No,2025,1,Monday,No,No,Evening,16,No,No,No,4,No,No,Low,Minor,No
CHN202200096,13.148547,80.231207,Madhavaram,Madhavaram High Road,Residential,2,8.2,30,Rainy,24.5,90.2,1454,11.7,Potholes,NightWithLights,Severe,9.7,5.5,90.0,No,No,Yes,Yes,No,2025,5,Thursday,No,No,Night,20,No,No,No,1,No,No,Medium,Minor,No
CHN202300097,13.043621,80.235223,T Nagar,Anna Salai,Arterial,4,16.4,50,Sunny,34.6,46.2,3292,10.1,Dry,Dawn,Low,52.7,7.4,42.0,No,No,No,No,No,2025,11,Friday,No,No,Early Morning,4,No,Yes,Yes,3,No,No,Low,Minor,No
CHN202500098,13.006121,80.215513,Guindy,GST Road,Junction,2,12.8,40,Sunny,32.7,52.8,3811,7.9,Damaged,NightWithoutLights,Severe,5.3,5.2,65.0,No,No,No,No,No,2023,1,Monday,No,Yes,Early Morning,4,Yes,Yes,No,12,No,No,High,Minor,Yes
CHN202300099,13.0108,80.197724,Kathipara,GST Road Flyover,Service Road,1,6.1,40,Cloudy,29.2,63.0,1833,10.3,Dry,NightWithoutLights,High,19.7,15.9,52.0,No,No,No,No,No,2022,7,Monday,No,No,Night,22,No,No,No,5,No,No,Medium,Major,No
CHN202300100,12.899725,80.227222,Sholinganallur,OMR,Highway,6,14.4,80,Sunny,32.4,58.0,3493,6.2,Dry,Dawn,Severe,4.0,6.8,73.0,No,No,Yes,No,No,2022,4,Friday,No,No,Early Morning,5,Yes,Yes,No,5,No,No,Low,Major,No
CHN202200101,13.051278,80.094793,Poonamallee,Poonamallee High Road,Arterial,4,11.6,40,Sunny,29.5,47.8,3480,13.5,Dry,Dusk,Medium,25.2,12.0,42.0,No,No,Yes,Yes,No,2022,3,Monday,No,Yes,Evening,17,Yes,Yes,Yes,5,No,No,Low,Minor,No
CHN202300102,12.915886,80.254581,Injambakkam,ECR,Junction,2,15.7,40,Sunny,33.5,46.8,4163,7.9,Dry,Daylight,High,26.0,11.1,56.0,No,No,No,No,No,2023,11,Saturday,Yes,No,Afternoon,12,No,No,Yes,7,No,No,Low,Minor,No
CHN202500103,12.960984,80.238884,Perungudi,OMR,Flyover,4,9.8,80,Sunny,37.0,64.3,4110,7.1,Dry,Daylight,Low,46.6,8.5,31.0,No,Yes,Yes,No,No,2022,10,Friday,No,No,Morning,6,No,Yes,Yes,2,No,No,Low,Major,No
CHN202300104,13.044208,80.231385,T Nagar,Anna Salai,Arterial,4,16.7,40,Sunny,32.2,56.8,3865,13.9,Potholes,Daylight,Severe,11.3,9.1,71.0,No,No,No,Yes,No,2023,6,Thursday,No,No,Evening,17,No,No,Yes,15,No,Yes,High,Minor,Yes
CHN202200105,13.000926,80.253149,Adyar,LB Road,Junction,4,10.3,30,Cloudy,28.8,55.6,3226,13.2,Dry,Daylight,Medium,34.9,2.1,49.0,No,Yes,No,Yes,No,2022,6,Thursday,No,No,Afternoon,15,No,No,No,7,No,No,Low,Minor,No
CHN202400106,13.050311,80.211518,Vadapalani,Arcot Road,Flyover,4,10.9,80,Rainy,24.6,77.7,383,19.9,Wet,Dawn,Medium,34.8,10.8,30.0,Yes,Yes,Yes,No,No,2024,8,Saturday,Yes,No,Early Morning,4,No,No,No,1,No,No,Medium,Major,No
CHN202200107,12.982999,80.215474,Velachery,Velachery Main Road,Arterial,4,10.6,60,Rainy,25.1,75.3,701,13.1,Wet,Daylight,Severe,7.0,9.3,92.0,No,Yes,Yes,Yes,No,2025,3,Sunday,Yes,No,Evening,18,No,No,No,5,No,No,Medium,Minor,No
CHN202400108,12.941445,80.240353,Thoraipakkam,OMR,Highway,4,18.7,100,Sunny,38.6,62.8,2849,15.6,Wet,Daylight,High,20.4,25.0,58.0,No,No,No,Yes,Yes,2024,4,Wednesday,No,No,Morning,9,No,Yes,No,4,Yes,No,Medium,Fatal,No
CHN202500109,13.117988,80.099305,Avadi,Chennai Bypass Road,Highway,6,22.1,80,Sunny,34.9,55.7,4064,11.1,Damaged,Daylight,High,25.6,23.8,55.0,No,No,No,Yes,No,2023,5,Saturday,Yes,No,Morning,10,No,No,No,4,No,No,Medium,Fatal,No
CHN202200110,13.039127,80.23772,T Nagar,Anna Salai,Arterial,4,10.5,50,Rainy,24.4,75.4,329,20.2,Potholes,NightWithLights,High,16.2,9.7,52.0,No,No,No,Yes,Yes,2022,9,Thursday,No,No,Night,22,Yes,No,No,8,No,Yes,High,Minor,Yes
CHN202400111,13.051371,80.104632,Poonamallee,Poonamallee High Road,Arterial,2,14.7,40,Rainy,25.2,92.9,331,20.4,Wet,Daylight,Medium,29.9,9.2,19.0,No,No,No,No,No,2022,6,Monday,No,No,Morning,7,No,Yes,No,4,No,No,Low,Minor,No
CHN202500112,12.979101,80.219338,Velachery,Velachery Main Road,Arterial,2,15.9,40,Sunny,36.8,55.7,2041,5.0,Dry,Daylight,Medium,28.4,5.8,79.0,Yes,Yes,Yes,Yes,No,2023,8,Tuesday,No,No,Afternoon,12,No,Yes,No,4,No,No,Low,Minor,No
CHN202400113,12.905487,80.227576,Sholinganallur,OMR,Highway,6,14.2,100,Drizzle,27.3,81.9,1697,12.7,Wet,NightWithLights,Medium,33.8,8.0,33.0,Yes,No,No,Yes,No,2024,10,Saturday,Yes,Yes,Night,21,No,Yes,Yes,7,No,No,High,Fatal,No
CHN202300114,12.966389,80.240678,Perungudi,OMR,Highway,8,24.0,60,Sunny,32.6,54.6,3481,16.1,Damaged,Dawn,Medium,28.6,8.8,18.0,No,No,No,No,No,2022,10,Friday,No,Yes,Early Morning,4,Yes,Yes,Yes,2,No,No,Medium,Major,No
CHN202300115,13.088061,80.204413,Anna Nagar,Anna Nagar 2nd Avenue,Service Road,1,7.1,20,Rainy,26.9,85.1,408,23.3,Potholes,Daylight,Low,38.0,12.1,14.0,No,No,Yes,No,No,2022,2,Wednesday,No,Yes,Morning,9,No,Yes,No,3,No,No,Medium,Minor,No
CHN202200116,12.912697,80.253848,Injambakkam,ECR,Service Road,1,6.2,30,Sunny,37.8,48.3,3092,16.0,Dry,NightWithLights,High,17.4,24.6,55.0,No,No,No,No,No,2025,11,Thursday,No,Yes,Night,20,Yes,No,No,3,No,No,Medium,Minor,No
CHN202300117,13.104391,80.239962,Perambur,Paper Mills Road,Flyover,4,9.3,60,Drizzle,28.3,75.5,1947,14.5,Wet,Daylight,Medium,32.5,4.2,24.0,No,No,No,No,No,2023,7,Monday,No,No,Morning,8,Yes,Yes,Yes,3,No,No,Medium,Major,No
CHN202500118,12.929004,80.256969,Neelankarai,ECR,Highway,4,16.7,100,Drizzle,25.1,75.6,1588,19.8,Potholes,Daylight,Severe,5.9,16.5,98.0,Yes,No,No,No,No,2024,2,Friday,No,No,Afternoon,11,No,No,Yes,3,No,No,High,Fatal,No
CHN202300119,13.042516,80.236669,T Nagar,Anna Salai,Highway,8,14.5,80,Rainy,30.0,82.0,642,19.1,Potholes,NightWithLights,Medium,36.0,13.0,17.0,No,No,No,No,No,2024,3,Wednesday,No,No,Night,21,No,Yes,Yes,4,Yes,No,High,Fatal,Yes
CHN202400120,13.014262,80.22357,Guindy,GST Road,Highway,4,18.5,80,Sunny,35.1,46.4,3009,15.5,Dry,Daylight,Severe,4.0,23.2,93.0,No,No,Yes,Yes,No,2024,10,Wednesday,No,Yes,Morning,6,Yes,No,Yes,5,Yes,No,Medium,Minor,No
CHN202500121,13.111113,80.236578,Perambur,Paper Mills Road,Residential,2,7.0,30,Drizzle,26.5,77.9,1263,17.2,Wet,NightWithoutLights,Low,45.4,2.7,60.0,No,Yes,Yes,No,No,2022,1,Friday,No,Yes,Early Morning,5,No,No,No,0,No,No,Medium,Minor,No
CHN202300122,13.007306,80.258102,Adyar,LB Road,Junction,2,11.9,40,Rainy,28.5,83.7,550,10.9,Wet,Daylight,High,25.5,7.8,54.0,No,No,No,No,No,2025,12,Saturday,Yes,No,Morning,8,Yes,No,No,11,No,Yes,High,Major,Yes
CHN202400123,13.01215,80.199619,Kathipara,GST Road Flyover,Flyover,2,13.3,70,Sunny,33.3,52.9,2904,6.8,Wet,Daylight,Low,41.1,11.5,23.0,No,No,Yes,No,No,2024,10,Monday,No,No,Afternoon,11,No,Yes,No,0,No,No,Low,Major,No
CHN202200124,13.035921,80.262782,Mylapore,Luz Church Road,Junction,4,15.2,40,Sunny,35.8,52.8,3090,6.9,Dry,NightWithLights,Severe,4.0,4.8,74.0,No,No,No,No,No,2024,11,Monday,No,Yes,Night,21,No,No,Yes,12,No,No,High,Minor,No
CHN202500125,13.052932,80.282015,Marina,Marina Beach Road,Highway,4,22.1,80,Rainy,29.5,83.2,767,13.2,Wet,Dusk,High,17.2,20.2,41.0,No,No,Yes,No,No,2022,5,Saturday,Yes,No,Evening,18,No,No,Yes,6,No,No,High,Major,No
CHN202200126,12.915111,80.12315,Tambaram,GST Road,Highway,4,22.6,60,Sunny,36.1,48.2,2477,11.3,Dry,NightWithLights,Low,45.1,6.4,0.0,No,No,No,No,No,2022,1,Wednesday,No,Yes,Night,19,No,No,No,2,No,No,Low,Minor,No
CHN202200127,13.042514,80.268883,Mylapore,Luz Church Road,Arterial,2,14.8,40,Sunny,33.7,52.1,3845,7.8,Wet,NightWithLights,High,21.1,9.0,46.0,No,No,No,Yes,No,2025,12,Monday,No,No,Night,20,No,Yes,Yes,10,No,Yes,Medium,Minor,Yes
CHN202500128,13.033747,80.161187,Porur,Mount Poonamallee Road,Flyover,4,12.6,60,Sunny,32.2,53.0,2737,18.0,Dry,Daylight,Medium,35.4,7.6,67.0,Yes,No,Yes,No,No,2025,12,Tuesday,No,No,Morning,10,No,Yes,Yes,1,No,No,Low,Fatal,No
CHN202200129,12.953018,80.146099,Chrompet,GST Road,Arterial,2,13.6,50,Drizzle,25.1,78.8,1054,12.9,Damaged,NightWithLights,Medium,32.6,6.2,54.0,No,No,Yes,No,No,2023,6,Wednesday,No,No,Late Night,23,No,Yes,No,4,No,No,High,Minor,No
CHN202200130,12.79156,80.219103,Kelambakkam,OMR Service Road,Highway,4,20.1,80,Drizzle,24.6,86.7,1822,18.7,Wet,Daylight,High,22.1,5.8,,No,No,No,No,No,2024,8,Thursday,No,No,Afternoon,13,Yes,Yes,No,1,No,No,Medium,Major,No
CHN202300131,13.038693,80.238474,T Nagar,Anna Salai,Arterial,4,17.2,50,Foggy,21.7,91.9,80,5.8,Dry,Dusk,Medium,28.1,11.9,33.0,No,Yes,Yes,No,No,2022,6,Wednesday,No,No,Evening,16,No,Yes,Yes,3,No,No,Low,Minor,No
CHN202200132,13.005609,80.255441,Adyar,LB Road,Arterial,2,15.4,40,Foggy,20.1,89.5,363,6.6,Dry,Daylight,Severe,8.6,5.4,75.0,No,No,Yes,Yes,No,2024,2,Tuesday,No,No,Morning,9,Yes,Yes,Yes,6,No,No,Medium,Minor,No
CHN202400133,12.955903,80.155447,Chrompet,GST Road,Arterial,2,10.8,50,Sunny,30.4,45.1,2578,8.1,Damaged,Daylight,High,20.1,3.8,81.0,Yes,No,No,Yes,No,2025,3,Wednesday,No,No,Morning,6,No,Yes,No,4,No,No,Low,Minor,Yes
CHN202400134,12.784532,80.215842,Kelambakkam,OMR Service Road,Service Road,1,6.6,30,Sunny,37.9,52.4,2149,9.3,Potholes,Dawn,Severe,,20.1,78.0,No,No,Yes,No,No,2023,12,Friday,No,No,Early Morning,5,No,No,Yes,11,Yes,Yes,High,Major,Yes
CHN202500135,13.004036,80.217924,Guindy,GST Road,Highway,6,24.0,60,Sunny,31.8,,2752,9.5,Dry,Dusk,Medium,39.1,6.7,40.0,No,No,Yes,Yes,No,2023,7,Monday,No,No,Evening,18,No,Yes,Yes,3,No,No,Low,Minor,No
CHN202300136,13.01315,80.196144,Kathipara,GST Road Flyover,Flyover,4,11.5,60,Sunny,36.2,60.0,3998,7.6,Potholes,Daylight,Severe,4.0,6.2,78.0,No,No,No,No,Yes,2024,8,Friday,No,No,Afternoon,14,No,No,No,5,No,No,Medium,Major,No
CHN202400137,12.928605,80.134338,Tambaram,GST Road,Arterial,2,15.6,60,Sunny,,60.6,2257,7.5,Dry,Daylight,Medium,35.7,6.1,16.0,No,No,No,Yes,No,2022,7,Thursday,No,No,Morning,10,No,Yes,No,4,No,No,Low,Minor,No
CHN202300138,13.080283,80.262821,Egmore,Mount Road,Flyover,2,10.1,60,Cloudy,32.5,55.1,3831,15.8,UnderConstruction,Daylight,Medium,32.7,6.3,49.0,No,Yes,No,No,No,2024,12,Tuesday,No,No,Morning,10,Yes,Yes,No,5,Yes,No,Low,Major,No
CHN202400139,13.04989,80.230843,T Nagar,Anna Salai,Junction,4,11.8,40,Sunny,29.6,58.7,2332,6.4,Damaged,Daylight,High,19.6,2.6,57.0,No,No,No,Yes,No,2023,10,Tuesday,No,Yes,Morning,6,No,No,Yes,10,Yes,Yes,High,Minor,Yes
CHN202500140,13.036901,80.269728,Mylapore,Luz Church Road,Residential,1,7.0,20,Cloudy,33.1,62.3,1921,12.8,Damaged,NightWithLights,Medium,37.7,11.8,38.0,Yes,Yes,Yes,No,No,2024,8,Thursday,No,No,Late Night,23,No,No,No,3,No,No,Low,Minor,No
CHN202300141,13.01102,80.199945,Kathipara,GST Road Flyover,Flyover,2,8.0,80,Cloudy,31.2,67.0,2876,11.5,UnderConstruction,NightWithoutLights,High,19.1,10.8,65.0,No,No,No,No,No,2022,6,Sunday,Yes,Yes,Night,21,No,Yes,Yes,4,Yes,No,High,Fatal,No
CHN202300142,13.06788,80.263811,Egmore,Mount Road,Arterial,4,15.4,60,Rainy,28.2,82.7,689,24.3,Damaged,Dusk,High,24.5,7.8,63.0,Yes,No,No,No,No,2025,1,Wednesday,No,Yes,Evening,17,No,Yes,Yes,7,No,No,High,Major,No
CHN202300143,13.120368,80.10023,Avadi,Chennai Bypass Road,Service Road,1,5.8,20,Cloudy,31.3,55.2,3019,16.8,Damaged,Dusk,Medium,20.9,7.3,36.0,No,No,No,Yes,No,2022,3,Wednesday,No,No,Evening,16,No,No,Yes,2,No,No,Low,Minor,No
CHN202200144,12.982348,80.21435,Velachery,Velachery Main Road,Arterial,2,17.3,60,Sunny,36.5,53.4,2046,11.9,Dry,Dawn,High,15.5,10.7,42.0,No,No,No,No,No,2025,4,Friday,No,No,Early Morning,4,No,Yes,No,3,No,No,Low,Minor,No
CHN202500145,12.901985,80.229875,Sholinganallur,OMR,Highway,8,21.5,60,Sunny,38.0,62.1,2161,15.7,Dry,NightWithoutLights,Severe,4.0,6.2,85.0,No,No,No,No,No,2022,8,Thursday,No,No,Late Night,3,Yes,No,No,3,Yes,No,Medium,Major,No
CHN202500146,13.151739,80.234573,Madhavaram,Madhavaram High Road,Arterial,2,17.1,50,Foggy,20.9,97.1,264,7.3,Potholes,Daylight,Severe,12.3,2.7,93.0,Yes,No,No,No,Yes,2022,9,Monday,No,No,Morning,7,No,No,Yes,4,No,No,Low,Minor,No
CHN202400147,13.105016,80.245078,Perambur,Paper Mills Road,Residential,2,8.5,20,Cloudy,28.6,55.8,3269,14.6,Damaged,NightWithoutLights,Medium,24.0,10.8,33.0,No,No,No,No,No,2025,12,Tuesday,No,No,Late Night,23,Yes,No,No,3,No,No,Medium,Minor,No
CHN202300148,13.112113,80.099092,Avadi,Chennai Bypass Road,Junction,2,17.5,40,Sunny,35.8,59.3,3570,15.3,Dry,Daylight,High,11.3,3.7,62.0,No,Yes,No,Yes,No,2023,5,Wednesday,No,No,Afternoon,12,No,No,Yes,7,No,No,Medium,Minor,No
CHN202300149,12.897812,80.231369,Sholinganallur,OMR,Highway,6,23.9,100,Sunny,31.5,45.9,4462,12.6,Dry,NightWithLights,High,17.3,11.6,61.0,No,No,Yes,Yes,No,2024,6,Friday,No,Yes,Late Night,1,Yes,Yes,Yes,4,No,No,High,Major,Yes
CHN202300150,13.003756,80.256481,Adyar,LB Road,Arterial,4,10.7,60,Cloudy,30.6,71.9,1568,17.3,Dry,Dawn,Low,53.3,10.8,50.0,No,No,Yes,Yes,No,2025,1,Tuesday,No,Yes,Early Morning,5,No,Yes,Yes,5,No,No,Low,Minor,No
CHN202500151,12.984599,80.222806,Velachery,Velachery Main Road,Arterial,2,17.9,40,Sunny,31.5,50.4,3657,8.1,Dry,Daylight,High,15.2,4.6,73.0,Yes,No,Yes,No,No,2022,9,Friday,No,No,Evening,17,No,Yes,Yes,4,No,No,Low,Minor,No
CHN202400152,13.060113,80.211435,Vadapalani,Arcot Road,Arterial,4,16.4,50,Sunny,34.4,64.9,4906,7.9,Damaged,NightWithLights,High,23.7,8.7,81.0,No,Yes,Yes,No,No,2023,1,Friday,No,No,Night,20,No,No,No,8,No,Yes,Medium,Minor,Yes
CHN202500153,12.791843,80.226071,Kelambakkam,OMR Service Road,Service Road,1,6.5,20,Sunny,30.6,61.5,4231,17.3,UnderConstruction,NightWithLights,Severe,11.8,7.3,92.0,No,Yes,Yes,No,No,2025,8,Sunday,Yes,No,Night,21,No,No,No,4,Yes,No,High,Major,Yes
CHN202400154,12.900041,80.22811,Sholinganallur,OMR,Highway,6,22.5,60,Sunny,29.4,47.7,3711,15.5,Potholes,NightWithLights,Severe,4.0,9.5,90.0,No,Yes,No,Yes,Yes,2023,2,Sunday,Yes,No,Night,21,No,Yes,No,3,No,No,Medium,Major,No
CHN202300155,13.062085,80.265799,Egmore,Mount Road,Arterial,4,10.5,40,Cloudy,31.2,74.4,2436,8.8,Dry,NightWithLights,High,26.2,6.3,57.0,No,No,Yes,Yes,No,2024,7,Thursday,No,No,Night,19,No,Yes,No,4,No,No,Low,Minor,No
CHN202200156,12.948598,80.152194,Chrompet,GST Road,Arterial,2,14.3,40,Sunny,35.4,59.5,2790,9.3,Dry,Daylight,Low,46.1,3.0,21.0,No,No,No,No,No,2024,3,Sunday,Yes,No,Morning,10,No,No,No,2,No,No,Low,Minor,No
CHN202200157,12.918982,80.131604,Tambaram,GST Road,Highway,6,22.9,80,Cloudy,30.2,61.9,3246,19.8,Dry,NightWithLights,Medium,39.2,13.6,42.0,Yes,No,No,No,No,2023,10,Wednesday,No,No,Late Night,1,No,Yes,No,3,No,No,Low,Major,No
CHN202400158,12.935212,80.242957,Thoraipakkam,OMR,Highway,6,19.6,60,Sunny,35.8,52.9,2869,5.4,Potholes,Daylight,Low,48.2,18.9,27.0,Yes,No,Yes,Yes,No,2023,5,Friday,No,No,Evening,16,No,Yes,Yes,5,No,No,Low,Major,No
CHN202400159,13.018248,80.196257,Kathipara,GST Road Flyover,Flyover,2,8.2,80,Sunny,29.9,63.8,4890,13.0,Dry,NightWithLights,Severe,10.9,8.5,82.0,Yes,No,Yes,No,No,2025,6,Thursday,No,No,Night,19,Yes,No,Yes,2,No,Yes,High,Fatal,Yes
CHN202400160,13.113243,80.153655,Ambattur,Ambattur Industrial Estate Road,Junction,4,17.5,30,Rainy,25.6,82.8,403,26.8,Wet,Daylight,Severe,17.2,11.3,79.0,No,No,Yes,No,No,2024,3,Sunday,Yes,No,Morning,9,No,No,Yes,10,No,Yes,High,Minor,Yes
CHN202300161,12.798375,80.211357,Kelambakkam,OMR Service Road,Service Road,2,7.8,20,Rainy,27.0,85.6,1147,19.8,Damaged,NightWithLights,High,28.6,13.1,44.0,Yes,No,No,No,No,2024,11,Tuesday,No,No,Late Night,0,No,No,Yes,9,No,Yes,High,Minor,Yes
CHN202200162,12.904394,80.230117,Sholinganallur,OMR,Highway,4,23.4,80,Cloudy,29.4,67.8,2800,9.5,Potholes,NightWithLights,High,19.4,6.0,64.0,No,No,Yes,Yes,No,2023,3,Tuesday,No,No,Night,22,No,Yes,No,5,No,No,Medium,Major,No
CHN202400163,13.118158,80.096601,Avadi,Chennai Bypass Road,Highway,6,21.9,60,Cloudy,32.7,58.2,2019,8.0,Dry,NightWithoutLights,Medium,33.2,20.2,23.0,No,No,No,Yes,No,2024,12,Monday,No,No,Early Morning,4,No,No,Yes,3,No,No,Low,Major,No
CHN202200164,13.112189,80.240494,Perambur,Paper Mills Road,Arterial,4,14.8,50,Cloudy,29.2,72.1,2937,13.9,Potholes,NightWithoutLights,High,15.2,9.6,43.0,No,No,No,Yes,No,2025,11,Tuesday,No,Yes,Early Morning,5,No,No,No,9,No,Yes,High,Minor,Yes
CHN202400165,13.119186,80.155113,Ambattur,Ambattur Industrial Estate Road,Residential,1,6.4,40,Cloudy,33.1,69.7,3935,18.7,Dry,Dawn,High,21.2,10.5,58.0,Yes,No,No,Yes,No,2023,12,Wednesday,No,No,Early Morning,5,No,No,No,0,No,No,Low,Minor,No
CHN202300166,13.035318,80.26756,Mylapore,Luz Church Road,Residential,2,5.6,30,Rainy,27.9,79.2,664,29.4,Wet,Dusk,Medium,30.7,7.1,51.0,Yes,No,No,No,Yes,2022,2,Wednesday,No,No,Evening,17,Yes,Yes,No,4,No,No,Low,Minor,No
CHN202200167,13.033416,80.158448,Porur,Mount Poonamallee Road,Residential,2,5.3,20,Sunny,37.5,47.9,4626,8.0,Dry,Daylight,Medium,37.4,7.8,32.0,No,No,No,No,No,2023,2,Monday,No,No,Morning,8,No,No,No,6,No,No,Low,Minor,No
CHN202200168,13.03931,80.21382,Vadapalani,Arcot Road,Arterial,4,13.5,60,Drizzle,25.7,74.4,1254,9.3,Wet,Dusk,Low,48.9,4.2,42.0,Yes,Yes,No,Yes,No,2025,4,Wednesday,No,No,Evening,16,No,Yes,Yes,3,No,Yes,Medium,Major,Yes
CHN202200169,12.933498,80.260615,Neelankarai,ECR,Highway,6,,60,Foggy,23.5,94.3,142,3.0,Damaged,NightWithLights,Medium,27.6,17.6,51.0,Yes,Yes,Yes,No,No,2025,8,Monday,No,No,Late Night,0,No,No,No,7,No,No,High,Fatal,Yes
CHN202500170,13.019919,80.204004,Kathipara,GST Road Flyover,Highway,4,19.1,80,Rainy,24.8,83.7,1370,10.7,Wet,Daylight,High,14.3,12.1,61.0,No,No,No,No,No,2024,2,Sunday,Yes,No,Afternoon,13,No,No,Yes,4,No,No,Medium,Fatal,No
CHN202300171,12.974535,80.217363,Velachery,Velachery Main Road,Arterial,4,11.3,40,Foggy,21.9,91.3,269,8.7,Damaged,Daylight,Medium,28.7,3.3,27.0,No,No,Yes,Yes,No,2024,8,Wednesday,No,No,Afternoon,15,No,Yes,No,2,No,No,Medium,Major,No
CHN202300172,12.918307,80.125667,Tambaram,GST Road,Highway,4,15.0,80,Cloudy,30.2,68.8,1542,11.3,Damaged,Dusk,Medium,40.6,5.9,24.0,No,No,No,Yes,No,2025,11,Monday,No,No,Evening,17,No,No,Yes,6,No,No,Low,Major,No
CHN202200173,13.076135,80.197131,Koyambedu,Poonamallee High Road,Highway,6,21.2,80,Rainy,26.2,81.5,1157,21.6,Damaged,Daylight,Low,43.2,18.3,22.0,No,No,No,No,No,2024,12,Tuesday,No,No,Evening,16,No,No,Yes,1,No,No,Medium,Fatal,No
CHN202400174,12.956856,80.245478,Perungudi,OMR,Service Road,1,4.1,30,Cloudy,27.1,72.2,3049,16.9,Dry,NightWithLights,Medium,31.4,24.7,28.0,No,No,No,No,No,2024,10,Sunday,Yes,Yes,Late Night,1,Yes,No,Yes,5,No,No,Medium,Minor,No
CHN202400175,12.942283,80.256007,Neelankarai,ECR,Residential,1,7.1,30,Cloudy,27.3,68.0,2908,16.2,Dry,Dawn,Low,43.3,8.8,15.0,Yes,Yes,No,Yes,No,2023,2,Tuesday,No,No,Early Morning,4,No,No,Yes,2,No,No,Low,Minor,No
CHN202200176,12.944441,80.234146,Thoraipakkam,OMR,Highway,8,17.6,80,Rainy,25.9,84.6,1280,24.9,Potholes,NightWithLights,High,22.6,18.1,53.0,No,No,No,No,No,2023,9,Tuesday,No,No,Night,22,No,Yes,Yes,9,No,Yes,High,Fatal,Yes
CHN202400177,13.115073,80.247284,Perambur,Paper Mills Road,Arterial,4,15.8,60,Rainy,29.3,86.9,1460,12.4,Damaged,Daylight,Severe,6.8,5.6,100.0,Yes,No,Yes,Yes,No,2024,1,Thursday,No,Yes,Afternoon,13,No,Yes,No,7,No,No,High,Major,No
CHN202300178,13.048152,80.2826,Marina,Marina Beach Road,Arterial,2,10.0,40,Sunny,31.6,63.1,3555,15.4,Potholes,NightWithLights,High,18.8,10.9,59.0,No,No,Yes,Yes,No,2025,11,Thursday,No,No,Late Night,2,No,Yes,No,3,No,No,Low,Minor,No
CHN202400179,13.015921,80.206549,Kathipara,GST Road Flyover,Flyover,4,13.4,60,Sunny,31.1,47.5,2498,13.1,Dry,Daylight,High,17.1,2.9,86.0,Yes,No,No,No,No,2024,4,Sunday,Yes,No,Afternoon,15,No,Yes,No,3,No,No,Low,Major,No
CHN202300180,13.049101,80.10065,Poonamallee,Poonamallee High Road,Arterial,2,13.0,60,Rainy,29.7,83.5,1149,23.3,Wet,Dusk,Severe,6.3,10.1,100.0,No,No,Yes,No,No,2022,10,Wednesday,No,Yes,Evening,16,No,Yes,Yes,8,No,Yes,High,Minor,Yes
CHN202300181,12.78908,80.214972,Kelambakkam,OMR Service Road,Service Road,1,5.3,20,Drizzle,26.9,82.2,1703,19.3,Potholes,Dawn,Low,51.0,22.4,34.0,No,No,Yes,No,No,2023,11,Tuesday,No,No,Early Morning,5,No,No,Yes,2,No,No,Medium,Minor,No
CHN202400182,13.055831,80.101201,Poonamallee,Poonamallee High Road,Arterial,4,15.8,50,Rainy,28.4,87.0,970,24.7,UnderConstruction,NightWithoutLights,Low,42.8,7.9,2.0,No,No,No,No,No,2022,9,Wednesday,No,No,Late Night,1,Yes,Yes,Yes,5,Yes,No,Medium,Minor,No
CHN202500183,13.113469,80.151756,Ambattur,Ambattur Industrial Estate Road,Arterial,2,10.5,50,Sunny,32.2,48.3,3976,11.8,Dry,NightWithLights,Severe,7.0,5.7,82.0,No,Yes,No,No,No,2023,10,Wednesday,No,Yes,Night,21,Yes,Yes,No,9,No,Yes,High,Major,Yes
